Date,Summary,Label,Confidence,URL
2024-01-15 23:30:41+00:00,"Bitcoin ETFs experienced more than $4 billion in trading volume, according to live data from CoinGlass at 11:30 p.m. UTC. Precisely, $3.11 billion in volume was spread between nine spot Bitcoin ETFs. The five spot Bitcoin ETFs with the largest volumes were: Grayscale Bitcoin Trust, with $1.83B...",neutral,0.9048082828521729,https://cryptopanic.com/news/19177736/Bitcoin-ETFs-see-4-billion-in-volume-with-spot-ETFs-responsible-for-3-billion
2024-01-15 23:00:53+00:00,"On-chain data suggests that whales are accumulating large amounts of Maker (MKR) and Aave (AAVE), two leading decentralized finance (DeFi) tokens. This accumulation trend coincides with a broader cooling-off period in the crypto scene days after the United States Securities and Exchange...",neutral,0.6798087954521179,https://cryptopanic.com/news/19177688/Whales-Accumulating-Maker-And-Aave-Path-To-2024-Highs
2024-01-15 22:52:27+00:00,"Despite a significant $1.18 billion in inflows, the record set by futures-based Bitcoin ETFs in October 2021 remains unbroken.",positive,0.8217605352401733,https://cryptopanic.com/news/19177684/Bitcoin-Steals-the-Show-With-98-of-Weekly-Inflows-Solana-Trails-Behind-CoinShares
2024-01-15 22:45:24+00:00,The BTC Fear and Greed Index displayed at 52 today (January 15).,neutral,0.8871839642524719,https://cryptopanic.com/news/19177675/This-Hasnt-Happened-to-Bitcoin-BTC-in-Almost-3-Months
2024-01-15 22:29:12+00:00,"ChainlinkÃ¢ÂÂs native cryptocurrency, LINK, has significantly recovered after facing a sharp downturn. The token recently experienced a drop below the pivotal $13 support level, a movement partly attributed to market uncertainty fueled by speculation about the US SECÃ¢ÂÂs stance on a Bitcoin ETF....",negative,0.953008234500885,https://cryptopanic.com/news/19177657/Chainlink-shows-resilience-with-LINKs-remarkable-rebound-in-cryptocurrency-market
2024-01-15 22:00:41+00:00,"An analyst has explained that Dogecoin could rally towards $0.10 based on a pattern forming in its price if a support cluster continues to hold. Dogecoin Has Observed A Buy Signal On Its 3-Day Chart As explained by analyst Ali in a post on X, a TD-Sequential buy signal recently appeared for DOGE...",positive,0.8964864015579224,https://cryptopanic.com/news/19177622/Dogecoin-To-See-24-Rally-To-0100-If-This-Holds-Analyst
2024-01-15 22:00:24+00:00,"In the wake of the Bitcoin Spot ETF approval by the United States Securities and Exchange Commission (SEC), there has been a lot of volatility in the market that has affected other cryptocurrencies such as Dogecoin. Due to this, a prominent influencer in the Dogecoin community has taken to X...",negative,0.7701987624168396,https://cryptopanic.com/news/19177634/Crypto-Expert-Issues-Warning-To-Dogecoin-Community-Regarding-Bitcoin-Spot-ETFs
2024-01-15 21:47:38+00:00,"Cryptic '10,000 sats' message on Ordinal 55,365,041 baffles Ordinals experts, igniting speculation in the Bitcoin community.",negative,0.9261093735694884,https://cryptopanic.com/news/19177621/Mysterious-Ordinals-Inscription-Teases-Cursed-Bitcoin-Art-Project
2024-01-15 21:34:02+00:00,"CoinbaseÃ¢ÂÂs recent surge into the limelight with the launch of U.S. spot-Bitcoin Exchange-Traded Funds (ETFs) is nothing short of a financial spectacle. This event marks a significant milestone in cryptocurrencyÃ¢ÂÂs journey towards mainstream acceptance. However, this golden opportunity also brings...",positive,0.8687822818756104,https://cryptopanic.com/news/19177587/Coinbase-takes-spotlight-in-Bitcoin-ETF-arena
2024-01-15 21:32:00+00:00,"BlackRockâs Bitcoin ETF growth challenges MicroStrategy, heralding a shift in digital currency investment. BlackRock and Fidelityâs Bitcoin investments signify traditional financeâs growing crypto interest. With BlackRockâs rise, the race for Bitcoin supremacy marks a shift towards mainstream...",neutral,0.512713611125946,https://cryptopanic.com/news/19177589/BlackRocks-Rapid-Bitcoin-Accumulation-Challenges-MicroStrategys-Dominance
2024-01-15 21:30:17+00:00,"Bitcoin faces correction, but short-term holders could help sustain the king coin's price.",positive,0.8922536373138428,https://cryptopanic.com/news/19177584/Bitcoin-will-this-cohort-keep-bears-at-bay
2024-01-15 21:12:59+00:00,"Cryptocurrency investment products at major asset managers such as Bitwise, Grayscale, and 21Shares have recently experienced an unprecedented surge in trading activity, reaching a record-breaking $17.5 billion in the past week, according to a CoinShares report. The notable uptick in trading...",positive,0.9450235366821288,https://cryptopanic.com/news/19177555/Coinshares-reveals-milestone-achievement-of-crypto-investment-products
2024-01-15 21:10:06+00:00,Analysts from the cryptocurrency analysis company CryptoQuant evaluated the rise of the Korean premium in Bitcoin in their note. Continue Reading: The Ã¢ÂÂKorean PremiumÃ¢ÂÂ in Bitcoin Overheated: CryptoQuant Analysts Comment on the Situation and Reveal Price Expectation,positive,0.4044535160064697,https://cryptopanic.com/news/19177544/The-Korean-Premium-in-Bitcoin-Overheated-CryptoQuant-Analysts-Comment-on-the-Situation-and-Reveal-Price-Expectation
2024-01-15 21:04:51+00:00,"These videos encourage unsuspecting viewers to scan QR codes, which then direct their Bitcoin to addresses controlled by scammers.",neutral,0.9274080395698548,https://cryptopanic.com/news/19177540/Michael-Saylor-Takes-Down-80-AI-Generated-Deepfake-Videos-of-Himself-Every-Day
2024-01-15 21:00:44+00:00,"According to Ash Crypto, spot Bitcoin ETF impact would push BTC price to $500,000. The crypto trader believes Bitcoin will gain market cap from gold, stocks, and bonds. Ash Crypto compared Bitcoin with gold, whose market cap surged significantly following ETF approval. According to Ash Crypto, a...",positive,0.7861921191215515,https://cryptopanic.com/news/19177542/How-Spot-Bitcoin-ETFs-Could-Catapult-BTC-Price-To-500000-According-To-This-Crypto-Trader
2024-01-15 21:00:17+00:00,"Vance Spencer, co-founder of the crypto firm Framework Ventures, has recently voiced a strong forecast for the US stock market, hinting at the onset of a potential bull market. In a message on X (formerly Twitter), Spencer highlighted a significant shift in investment trends. The co-founder of...",positive,0.7526658177375793,https://cryptopanic.com/news/19177535/Crypto-Expert-Forecasts-Major-US-Stock-Market-Rally-What-This-Means-For-Bitcoin
2024-01-15 21:00:13+00:00,"The Chair of the U.S. Securities and Exchange Commission (SEC) says that the Federal Bureau of Investigation (FBI) and Homeland Security are looking into last weekÃ¢ÂÂs hack of the regulatory bodyÃ¢ÂÂs X account. In a new statement, SEC Chairman Gary Gensler says that the law enforcement agencies are...",neutral,0.8498989343643188,https://cryptopanic.com/news/19177529/Gary-Gensler-Says-FBI-and-Homeland-Security-Investigating-Hack-of-SECs-X-Account
