Date,Summary,Label,Confidence,URL,Logits
2023-11-27 14:07:07+00:00,"So far, the pseudo-anonymity offered by cryptocurrencies has proven both a blessing and a curse. On the one hand, it … Continued",positive,0.3703230023384094,https://cryptopanic.com/news/19066174/Tron-overtakes-BTC-as-Hamas-and-Hezbollahs-blockchain-of-choice,"[-0.033753424882888794, -0.22718513011932373, -0.1658923625946045]"
2023-11-27 12:39:51+00:00,"Facing the turmoil of the largest cryptocurrency exchange, Binance, and recent rocky charts that have seen most crypto assets experience … Continued",negative,0.9653599262237549,https://cryptopanic.com/news/19065888/ChatGPT-picks-5-cryptocurrencies-to-buy-for-December,"[-1.5589900016784668, 2.778566360473633, -1.0017859935760498]"
2023-11-27 10:47:05+00:00,"Although the majority of assets in the cryptocurrency sector got off to a slow start this week, Bitcoin (BTC) could … Continued",negative,0.8669947981834412,https://cryptopanic.com/news/19065610/Bitcoin-slicing-through-this-resistance-could-send-it-over-47k,"[-0.40499231219291687, 1.7170615196228027, -1.6754496097564697]"
2023-11-27 09:45:19+00:00,"Amid his countless warnings of a looming financial crash, Robert Kiyosaki has shared more of his reasoning as to why … Continued",neutral,0.7580741047859192,https://cryptopanic.com/news/19065459/Rich-Dad-R-Kiyosakis-stark-warning-Buy-Bitcoin-before-its-too-late,"[-0.7945307493209839, 0.06133560836315155, 1.5575975179672241]"
2023-11-26 10:51:55+00:00,"As the cryptocurrency market anticipates a potential bull market, investors may consider accumulating Bitcoin (BTC) in preparation for it. A … Continued",negative,0.6847181916236877,https://cryptopanic.com/news/19064026/Is-sub-40k-Bitcoin-a-bargain-Heres-what-the-analyst-says,"[-0.5914542078971863, 0.9862325191497803, -0.3841779828071594]"
2023-11-26 09:49:17+00:00,Former New York Stock Exchange (NYSE) President Tom Farley is the latest figure in the financial world to discuss the … Continued,neutral,0.8879275918006897,https://cryptopanic.com/news/19063967/Former-NYSE-president-reveals-when-money-will-flood-into-crypto,"[-0.48206964135169983, -0.7942091226577759, 2.1368820667266846]"
2023-11-25 14:07:12+00:00,The cryptocurrency market is a realm teeming with opportunities. Although the limelight frequently falls on prominent cryptocurrencies such as Bitcoin … Continued,neutral,0.6516344547271729,https://cryptopanic.com/news/19063152/3-cryptocurrencies-under-5-to-buy-next-week,"[0.6447819471359253, -1.9319589138031006, 1.3442838191986084]"
2023-11-24 22:28:49+00:00,"Bitcoin (BTC) is currently dominated by bullish sentiments, with the leading cryptocurrency aiming to reclaim the $40,000 spot in pursuit … Continued",positive,0.9253371953964233,https://cryptopanic.com/news/19062301/Conservative-Bitcoin-price-prediction-for-late-2025,"[1.8141705989837646, -1.8877888917922974, -1.0680173635482788]"
2023-11-24 15:40:05+00:00,"Numerous cryptocurrencies, such as Bitcoin (BTC) and Ethereum (ETH), have been methodically challenging and surpassing new resistance levels amidst the … Continued",positive,0.5671066641807556,https://cryptopanic.com/news/19061621/3-cryptos-to-buy-under-010-next-week,"[0.5477481484413147, -0.026312902569770813, -1.061173677444458]"
2023-11-24 09:48:49+00:00,As the cryptocurrency industry awaits a massive step toward the mainstream in the form of the United States Securities and … Continued,positive,0.5715806484222412,https://cryptopanic.com/news/19060606/Spot-Bitcoin-ETF-approval-could-unlock-70-billion-capital-influx-data-shows,"[1.3772848844528198, -2.6575522422790527, 1.0650997161865234]"
2023-11-23 12:21:18+00:00,With the overall sentiment in the cryptocurrency sector becoming more optimistic and Bitcoin (BTC) reclaiming the significant price level of … Continued,positive,0.9312966465950012,https://cryptopanic.com/news/19058672/Jim-Cramer-urges-viewers-to-just-buy-Bitcoin,"[1.9060808420181274, -1.9238659143447876, -1.0492578744888306]"
