Date,Summary,Label,Confidence,URL,Logits
2023-12-17 23:30:56+00:00,"Over the last ten years, Luke Dashjr has emerged as a key player in the realm of Bitcoin development and the network’s open-source software. His opposition to specific trends within the Bitcoin ecosystem has gained more attention lately. He has labeled Ordinal inscriptions and non-fungible...",neutral,0.7360477447509766,https://cryptopanic.com/news/19115509/Bitcoin-Core-Dev-Discusses-Firing-All-Miners-With-PoW-Algo-Change-Feisty-Exchanges-Mark-Growing-Divide,"[0.2343728095293045, -1.6254991292953491, 1.4045991897583008]"
2023-12-17 21:19:27+00:00,"In a recent development within the cryptocurrency community, Charles Hoskinson, the founder of Cardano, has been embroiled in a contentious debate with the El Salvador-based Bitcoin Beach project. The dispute centers on ordinary inscriptions on the Bitcoin blockchain and the broader implications...",negative,0.8671997785568237,https://cryptopanic.com/news/19115414/Charles-Hoskinson-clashes-with-Bitcoin-Beach-over-Ordinal-inscriptions,"[-1.8041566610336304, 2.2784290313720703, 0.28533414006233215]"
2023-12-17 21:09:19+00:00,"Blockstream CEO Adam Back reacted to a recent movement by Bitcoin (BTC) core developer Luka Dashjr to eradicate Bitcoin Ordinals, stating that the Bitcoin advocate “can’t stop JPEGs on Bitcoin.” Plans to Kick Out Bitcoin Ordinals Plotted Earlier this month, Dashjr expressed his displeasure about...",negative,0.9223816990852356,https://cryptopanic.com/news/19115407/Blockstream-CEO-Adam-Back-on-Ordinals-You-Cant-Stop-JPEGs-on-Bitcoin,"[-1.8162856101989746, 2.5714774131774902, -0.06349015980958939]"
2023-12-17 21:05:56+00:00,"CEO of Vaneck predicts Bitcoin price to hit an all-time high in 2024! Vaneck didn't stop there, they believe Bitcoin will make history in 2024, saying that $100,000 Bitcoin will Make Satoshi Nakamoto Time Magazine's ""Man of the Year""! Not to mention, VanEck expects all Bitcoin ETFs to go live at...",positive,0.7445886135101318,https://cryptopanic.com/news/19115410/VanEck-CEO-Bitcoin-Will-Explode-in-2024,"[1.6066033840179443, -2.5912680625915527, 0.49184972047805786]"
2023-12-17 21:00:08+00:00,"An analyst who continues to build a following with timely Bitcoin (BTC) calls believes that the crypto king is gearing up for a fresh move to the upside. Pseudonymous analyst Credible Crypto tells his 360,200 followers on the social media platform X that Bitcoin is in a position to skyrocket as...",positive,0.7801870107650757,https://cryptopanic.com/news/19115400/Bitcoin-About-To-Take-Center-Stage-Again-After-BTC-Holds-40000-According-to-Analyst-Heres-His-Outlook,"[1.1980143785476685, -1.5462019443511963, -0.32779353857040405]"
2023-12-17 20:05:00+00:00,"Amid turbulence in cryptocurrency values, diverse coins have showcased declines; however, there is still bullish market sentiment and growth potential.",negative,0.957714319229126,https://cryptopanic.com/news/19115367/How-did-the-Market-fare-this-Week-After-a-Turbulent-Monday,"[-0.9226972460746765, 2.6124560832977295, -1.5873523950576782]"
2023-12-17 20:02:09+00:00,"The Bitcoin network has recently witnessed a remarkable surge in activity, primarily driven by the rising popularity of Bitcoin Ordinals and their associated inscriptions. This trend, while showcasing the network’s versatility, has sparked a debate over its impact on the decentralized nature of...",positive,0.9421544671058655,https://cryptopanic.com/news/19115368/Rising-Bitcoin-Ordinals-trend-fuels-crypto-community-debate,"[1.9274320602416992, -2.0734903812408447, -1.2168399095535278]"
2023-12-17 20:00:25+00:00,"In the wake of a substantial increase in onchain transaction fees for Bitcoin, the compensation to bitcoin miners from inscription-based transfers has hit a record peak in the last 24 hours. An estimated total of $9.97 million was allocated to miners, eclipsing the former high of $7.21 million...",positive,0.9269260168075562,https://cryptopanic.com/news/19115365/Bitcoin-Miners-Hit-Record-997M-Earnings-From-Ordinals-61-of-BTC-Transfers-Inscription-Driven,"[1.760961651802063, -1.7786203622817993, -1.2385902404785156]"
2023-12-17 20:00:03+00:00,"Finding the best upcoming NFT projects can be quite challenging, but it’s an endeavor filled with excitement and potential rewards. The NFT world is buzzing with innovation and creativity, offering a plethora of opportunities for collectors and enthusiasts alike. This guide is tailored to...",neutral,0.8388363718986511,https://cryptopanic.com/news/19115354/New-And-Upcoming-NFT-Projects,"[0.32152244448661804, -2.4048001766204834, 2.0345242023468018]"
2023-12-17 19:38:50+00:00,"Bitcoin mining has recently witnessed a resurgence of concentration, harking back to a situation reminiscent of 2013. Over the past 72 hours, Antpool and Foundry USA have collectively commanded a substantial 51.43% of Bitcoin’s total hashrate. This level of control has been unprecedented since...",positive,0.8056703209877014,https://cryptopanic.com/news/19115339/Bitcoin-mining-concentration-sees-a-significant-increase,"[1.5378103256225586, -2.437385082244873, 0.034653279930353165]"
2023-12-17 19:28:53+00:00,"Bitcoin, on Saturday, witnessed a remarkable surge in transaction fees, reaching a peak of $40 per transaction at 1:48 p.m. Eastern Time. This upswing surpassed the previous record set on May 8, 2023, when the average transfer cost reached $31 per transaction. The substantial increase in fees...",positive,0.9520529508590698,https://cryptopanic.com/news/19115326/Bitcoin-transaction-fees-jump-to-40-amid-calls-for-L2-solutions,"[2.037996768951416, -1.8328115940093994, -1.4846831560134888]"
2023-12-17 19:23:49+00:00,"Bitcoin (BTC) faced a tumultuous day in the cryptocurrency market, with its ticker symbol, BTC,...",negative,0.9506055116653442,https://cryptopanic.com/news/19115331/Bitcoin-Price-Plummets-as-SEC-Rejects-Coinbases-Rule-Request,"[-1.5641738176345825, 2.5922484397888184, -0.7237553596496582]"
